precision,FP,FN,atributos,Total,confianza,soporte,SA,SF
0.631,60,6,26,859,0.5,0.0,4,4
0.631,60,6,26,824,0.5,0.001,4,4
0.631,60,6,26,765,0.5,0.003,4,4
0.631,60,6,26,652,0.5,0.006,4,4
0.631,60,6,26,462,0.5,0.011,4,4
0.631,60,6,26,111,0.5,0.045,4,4
0.777,16,24,26,1,0.5,0.18,4,4
0.771,17,24,26,351,0.8,0.0,4,4
0.771,17,24,26,316,0.8,0.001,4,4
0.771,17,24,26,299,0.8,0.003,4,4
0.771,17,24,26,282,0.8,0.006,4,4
0.771,17,24,26,194,0.8,0.011,4,4
0.765,12,30,26,29,0.8,0.045,4,4
0.615,0,69,26,0,0.8,0.18,4,4
0.777,9,31,26,257,0.85,0.0,4,4
0.777,9,31,26,222,0.85,0.001,4,4
0.782,8,31,26,205,0.85,0.003,4,4
0.782,8,31,26,188,0.85,0.006,4,4
0.782,8,31,26,140,0.85,0.011,4,4
0.782,3,36,26,23,0.85,0.045,4,4
0.615,0,69,26,0,0.85,0.18,4,4
0.765,7,35,26,181,0.9,0.0,4,4
0.765,7,35,26,146,0.9,0.001,4,4
0.771,6,35,26,129,0.9,0.003,4,4
0.782,4,35,26,112,0.9,0.006,4,4
0.782,3,36,26,92,0.9,0.011,4,4
0.777,3,37,26,17,0.9,0.045,4,4
0.615,0,69,26,0,0.9,0.18,4,4
0.715,5,46,26,132,0.95,0.0,4,4
0.715,5,46,26,97,0.95,0.001,4,4
0.721,4,46,26,80,0.95,0.003,4,4
0.732,2,46,26,63,0.95,0.006,4,4
0.715,1,50,26,43,0.95,0.011,4,4
0.687,1,55,26,10,0.95,0.045,4,4
0.615,0,69,26,0,0.95,0.18,4,4
0.631,60,6,27,978,0.5,0.0,4,5
0.631,60,6,27,939,0.5,0.001,4,5
0.631,60,6,27,872,0.5,0.003,4,5
0.631,60,6,27,721,0.5,0.006,4,5
0.631,60,6,27,520,0.5,0.011,4,5
0.631,60,6,27,114,0.5,0.045,4,5
0.777,16,24,27,1,0.5,0.18,4,5
0.771,17,24,27,415,0.8,0.0,4,5
0.771,17,24,27,376,0.8,0.001,4,5
0.771,17,24,27,355,0.8,0.003,4,5
0.771,17,24,27,328,0.8,0.006,4,5
0.771,17,24,27,241,0.8,0.011,4,5
0.765,12,30,27,24,0.8,0.045,4,5
0.615,0,69,27,0,0.8,0.18,4,5
0.771,10,31,27,320,0.85,0.0,4,5
0.777,9,31,27,281,0.85,0.001,4,5
0.782,8,31,27,260,0.85,0.003,4,5
0.782,8,31,27,233,0.85,0.006,4,5
0.782,8,31,27,185,0.85,0.011,4,5
0.782,3,36,27,18,0.85,0.045,4,5
0.615,0,69,27,0,0.85,0.18,4,5
0.76,8,35,27,234,0.9,0.0,4,5
0.765,7,35,27,195,0.9,0.001,4,5
0.771,6,35,27,174,0.9,0.003,4,5
0.782,4,35,27,147,0.9,0.006,4,5
0.782,3,36,27,128,0.9,0.011,4,5
0.777,3,37,27,15,0.9,0.045,4,5
0.615,0,69,27,0,0.9,0.18,4,5
0.709,6,46,27,162,0.95,0.0,4,5
0.715,5,46,27,123,0.95,0.001,4,5
0.721,4,46,27,102,0.95,0.003,4,5
0.732,2,46,27,75,0.95,0.006,4,5
0.715,1,50,27,56,0.95,0.011,4,5
0.687,1,55,27,9,0.95,0.045,4,5
0.615,0,69,27,0,0.95,0.18,4,5
0.631,60,6,28,989,0.5,0.0,4,6
0.631,60,6,28,945,0.5,0.001,4,6
0.631,60,6,28,854,0.5,0.003,4,6
0.631,60,6,28,704,0.5,0.006,4,6
0.631,60,6,28,487,0.5,0.011,4,6
0.631,60,6,28,99,0.5,0.045,4,6
0.777,16,24,28,1,0.5,0.18,4,6
0.771,17,24,28,405,0.8,0.0,4,6
0.771,17,24,28,361,0.8,0.001,4,6
0.771,17,24,28,341,0.8,0.003,4,6
0.771,17,24,28,315,0.8,0.006,4,6
0.771,17,24,28,211,0.8,0.011,4,6
0.765,12,30,28,25,0.8,0.045,4,6
0.615,0,69,28,0,0.8,0.18,4,6
0.777,9,31,28,298,0.85,0.0,4,6
0.777,9,31,28,254,0.85,0.001,4,6
0.782,8,31,28,234,0.85,0.003,4,6
0.782,8,31,28,208,0.85,0.006,4,6
0.782,8,31,28,152,0.85,0.011,4,6
0.782,3,36,28,18,0.85,0.045,4,6
0.615,0,69,28,0,0.85,0.18,4,6
0.765,7,35,28,218,0.9,0.0,4,6
0.765,7,35,28,174,0.9,0.001,4,6
0.771,6,35,28,154,0.9,0.003,4,6
0.782,4,35,28,128,0.9,0.006,4,6
0.782,3,36,28,105,0.9,0.011,4,6
0.777,3,37,28,16,0.9,0.045,4,6
0.615,0,69,28,0,0.9,0.18,4,6
0.715,5,46,28,161,0.95,0.0,4,6
0.715,5,46,28,117,0.95,0.001,4,6
0.721,4,46,28,97,0.95,0.003,4,6
0.732,2,46,28,71,0.95,0.006,4,6
0.715,1,50,28,48,0.95,0.011,4,6
0.687,1,55,28,10,0.95,0.045,4,6
0.615,0,69,28,0,0.95,0.18,4,6
0.631,60,6,29,942,0.5,0.0,4,7
0.631,60,6,29,895,0.5,0.001,4,7
0.631,60,6,29,811,0.5,0.003,4,7
0.631,60,6,29,682,0.5,0.006,4,7
0.631,60,6,29,473,0.5,0.011,4,7
0.631,60,6,29,100,0.5,0.045,4,7
0.777,16,24,29,1,0.5,0.18,4,7
0.771,17,24,29,398,0.8,0.0,4,7
0.771,17,24,29,351,0.8,0.001,4,7
0.771,17,24,29,325,0.8,0.003,4,7
0.771,17,24,29,301,0.8,0.006,4,7
0.771,17,24,29,204,0.8,0.011,4,7
0.765,12,30,29,28,0.8,0.045,4,7
0.615,0,69,29,0,0.8,0.18,4,7
0.777,9,31,29,299,0.85,0.0,4,7
0.777,9,31,29,252,0.85,0.001,4,7
0.782,8,31,29,226,0.85,0.003,4,7
0.782,8,31,29,202,0.85,0.006,4,7
0.782,8,31,29,146,0.85,0.011,4,7
0.782,3,36,29,21,0.85,0.045,4,7
0.615,0,69,29,0,0.85,0.18,4,7
0.777,5,35,29,220,0.9,0.0,4,7
0.777,5,35,29,173,0.9,0.001,4,7
0.782,4,35,29,147,0.9,0.003,4,7
0.782,4,35,29,123,0.9,0.006,4,7
0.782,3,36,29,99,0.9,0.011,4,7
0.777,3,37,29,18,0.9,0.045,4,7
0.615,0,69,29,0,0.9,0.18,4,7
0.709,3,49,29,165,0.95,0.0,4,7
0.709,3,49,29,118,0.95,0.001,4,7
0.715,2,49,29,92,0.95,0.003,4,7
0.715,2,49,29,68,0.95,0.006,4,7
0.715,1,50,29,44,0.95,0.011,4,7
0.687,1,55,29,9,0.95,0.045,4,7
0.615,0,69,29,0,0.95,0.18,4,7
0.631,60,6,30,980,0.5,0.0,4,8
0.631,60,6,30,926,0.5,0.001,4,8
0.631,60,6,30,839,0.5,0.003,4,8
0.631,60,6,30,678,0.5,0.006,4,8
0.631,60,6,30,456,0.5,0.011,4,8
0.631,60,6,30,88,0.5,0.045,4,8
0.777,16,24,30,1,0.5,0.18,4,8
0.771,17,24,30,404,0.8,0.0,4,8
0.771,17,24,30,350,0.8,0.001,4,8
0.771,17,24,30,323,0.8,0.003,4,8
0.771,17,24,30,301,0.8,0.006,4,8
0.771,17,24,30,193,0.8,0.011,4,8
0.765,12,30,30,24,0.8,0.045,4,8
0.615,0,69,30,0,0.8,0.18,4,8
0.777,9,31,30,288,0.85,0.0,4,8
0.777,9,31,30,234,0.85,0.001,4,8
0.782,8,31,30,207,0.85,0.003,4,8
0.782,8,31,30,185,0.85,0.006,4,8
0.782,8,31,30,132,0.85,0.011,4,8
0.782,3,36,30,18,0.85,0.045,4,8
0.615,0,69,30,0,0.85,0.18,4,8
0.765,7,35,30,216,0.9,0.0,4,8
0.765,7,35,30,162,0.9,0.001,4,8
0.771,6,35,30,135,0.9,0.003,4,8
0.782,4,35,30,113,0.9,0.006,4,8
0.782,3,36,30,89,0.9,0.011,4,8
0.777,3,37,30,14,0.9,0.045,4,8
0.615,0,69,30,0,0.9,0.18,4,8
0.715,5,46,30,168,0.95,0.0,4,8
0.715,5,46,30,114,0.95,0.001,4,8
0.721,4,46,30,87,0.95,0.003,4,8
0.732,2,46,30,65,0.95,0.006,4,8
0.715,1,50,30,41,0.95,0.011,4,8
0.687,1,55,30,8,0.95,0.045,4,8
0.615,0,69,30,0,0.95,0.18,4,8
0.631,60,6,31,1038,0.5,0.0,4,9
0.631,60,6,31,986,0.5,0.001,4,9
0.631,60,6,31,902,0.5,0.003,4,9
0.631,60,6,31,727,0.5,0.006,4,9
0.631,60,6,31,500,0.5,0.011,4,9
0.631,60,6,31,98,0.5,0.045,4,9
0.777,16,24,31,1,0.5,0.18,4,9
0.771,17,24,31,445,0.8,0.0,4,9
0.771,17,24,31,393,0.8,0.001,4,9
0.771,17,24,31,371,0.8,0.003,4,9
0.771,17,24,31,339,0.8,0.006,4,9
0.771,17,24,31,230,0.8,0.011,4,9
0.765,12,30,31,22,0.8,0.045,4,9
0.615,0,69,31,0,0.8,0.18,4,9
0.777,9,31,31,333,0.85,0.0,4,9
0.777,9,31,31,281,0.85,0.001,4,9
0.782,8,31,31,259,0.85,0.003,4,9
0.782,8,31,31,227,0.85,0.006,4,9
0.782,8,31,31,169,0.85,0.011,4,9
0.782,3,36,31,16,0.85,0.045,4,9
0.615,0,69,31,0,0.85,0.18,4,9
0.765,7,35,31,252,0.9,0.0,4,9
0.765,7,35,31,200,0.9,0.001,4,9
0.771,6,35,31,178,0.9,0.003,4,9
0.782,4,35,31,146,0.9,0.006,4,9
0.782,3,36,31,117,0.9,0.011,4,9
0.777,3,37,31,14,0.9,0.045,4,9
0.615,0,69,31,0,0.9,0.18,4,9
0.715,5,46,31,183,0.95,0.0,4,9
0.715,5,46,31,131,0.95,0.001,4,9
0.721,4,46,31,109,0.95,0.003,4,9
0.732,2,46,31,77,0.95,0.006,4,9
0.715,1,50,31,48,0.95,0.011,4,9
0.687,1,55,31,8,0.95,0.045,4,9
0.615,0,69,31,0,0.95,0.18,4,9
0.631,60,6,32,1020,0.5,0.0,4,10
0.631,60,6,32,959,0.5,0.001,4,10
0.631,60,6,32,879,0.5,0.003,4,10
0.631,60,6,32,705,0.5,0.006,4,10
0.631,60,6,32,493,0.5,0.011,4,10
0.631,60,6,32,95,0.5,0.045,4,10
0.777,16,24,32,1,0.5,0.18,4,10
0.771,17,24,32,436,0.8,0.0,4,10
0.771,17,24,32,375,0.8,0.001,4,10
0.771,17,24,32,351,0.8,0.003,4,10
0.771,17,24,32,313,0.8,0.006,4,10
0.771,17,24,32,217,0.8,0.011,4,10
0.765,12,30,32,22,0.8,0.045,4,10
0.615,0,69,32,0,0.8,0.18,4,10
0.771,10,31,32,329,0.85,0.0,4,10
0.777,9,31,32,268,0.85,0.001,4,10
0.782,8,31,32,244,0.85,0.003,4,10
0.782,8,31,32,206,0.85,0.006,4,10
0.782,8,31,32,153,0.85,0.011,4,10
0.782,3,36,32,17,0.85,0.045,4,10
0.615,0,69,32,0,0.85,0.18,4,10
0.76,8,35,32,256,0.9,0.0,4,10
0.765,7,35,32,195,0.9,0.001,4,10
0.771,6,35,32,171,0.9,0.003,4,10
0.782,4,35,32,133,0.9,0.006,4,10
0.782,3,36,32,110,0.9,0.011,4,10
0.777,3,37,32,15,0.9,0.045,4,10
0.615,0,69,32,0,0.9,0.18,4,10
0.709,6,46,32,191,0.95,0.0,4,10
0.715,5,46,32,130,0.95,0.001,4,10
0.721,4,46,32,106,0.95,0.003,4,10
0.732,2,46,32,68,0.95,0.006,4,10
0.715,1,50,32,45,0.95,0.011,4,10
0.687,1,55,32,9,0.95,0.045,4,10
0.615,0,69,32,0,0.95,0.18,4,10
0.631,60,6,33,1076,0.5,0.0,4,11
0.631,60,6,33,1009,0.5,0.001,4,11
0.631,60,6,33,908,0.5,0.003,4,11
0.631,60,6,33,727,0.5,0.006,4,11
0.631,60,6,33,488,0.5,0.011,4,11
0.631,60,6,33,90,0.5,0.045,4,11
0.777,16,24,33,1,0.5,0.18,4,11
0.771,17,24,33,467,0.8,0.0,4,11
0.771,17,24,33,400,0.8,0.001,4,11
0.771,17,24,33,366,0.8,0.003,4,11
0.771,17,24,33,334,0.8,0.006,4,11
0.771,17,24,33,224,0.8,0.011,4,11
0.765,12,30,33,20,0.8,0.045,4,11
0.615,0,69,33,0,0.8,0.18,4,11
0.771,10,31,33,350,0.85,0.0,4,11
0.777,9,31,33,283,0.85,0.001,4,11
0.782,8,31,33,249,0.85,0.003,4,11
0.782,8,31,33,217,0.85,0.006,4,11
0.782,8,31,33,158,0.85,0.011,4,11
0.782,3,36,33,15,0.85,0.045,4,11
0.615,0,69,33,0,0.85,0.18,4,11
0.76,8,35,33,266,0.9,0.0,4,11
0.765,7,35,33,199,0.9,0.001,4,11
0.771,6,35,33,165,0.9,0.003,4,11
0.782,4,35,33,133,0.9,0.006,4,11
0.782,3,36,33,107,0.9,0.011,4,11
0.777,3,37,33,13,0.9,0.045,4,11
0.615,0,69,33,0,0.9,0.18,4,11
0.709,6,46,33,206,0.95,0.0,4,11
0.715,5,46,33,139,0.95,0.001,4,11
0.721,4,46,33,105,0.95,0.003,4,11
0.732,2,46,33,73,0.95,0.006,4,11
0.715,1,50,33,47,0.95,0.011,4,11
0.687,1,55,33,8,0.95,0.045,4,11
0.615,0,69,33,0,0.95,0.18,4,11
0.631,60,6,34,1084,0.5,0.0,4,12
0.631,60,6,34,1015,0.5,0.001,4,12
0.631,60,6,34,906,0.5,0.003,4,12
0.631,60,6,34,714,0.5,0.006,4,12
0.631,60,6,34,461,0.5,0.011,4,12
0.631,60,6,34,87,0.5,0.045,4,12
0.777,16,24,34,1,0.5,0.18,4,12
0.771,17,24,34,443,0.8,0.0,4,12
0.771,17,24,34,374,0.8,0.001,4,12
0.771,17,24,34,346,0.8,0.003,4,12
0.771,17,24,34,313,0.8,0.006,4,12
0.771,17,24,34,199,0.8,0.011,4,12
0.765,12,30,34,20,0.8,0.045,4,12
0.615,0,69,34,0,0.8,0.18,4,12
0.777,9,31,34,325,0.85,0.0,4,12
0.777,9,31,34,256,0.85,0.001,4,12
0.782,8,31,34,228,0.85,0.003,4,12
0.782,8,31,34,195,0.85,0.006,4,12
0.782,8,31,34,136,0.85,0.011,4,12
0.782,3,36,34,15,0.85,0.045,4,12
0.615,0,69,34,0,0.85,0.18,4,12
0.765,7,35,34,254,0.9,0.0,4,12
0.765,7,35,34,185,0.9,0.001,4,12
0.771,6,35,34,157,0.9,0.003,4,12
0.782,4,35,34,124,0.9,0.006,4,12
0.782,3,36,34,93,0.9,0.011,4,12
0.777,3,37,34,13,0.9,0.045,4,12
0.615,0,69,34,0,0.9,0.18,4,12
0.715,5,46,34,205,0.95,0.0,4,12
0.715,5,46,34,136,0.95,0.001,4,12
0.721,4,46,34,108,0.95,0.003,4,12
0.732,2,46,34,75,0.95,0.006,4,12
0.715,1,50,34,44,0.95,0.011,4,12
0.687,1,55,34,8,0.95,0.045,4,12
0.615,0,69,34,0,0.95,0.18,4,12
0.631,60,6,35,1041,0.5,0.0,4,13
0.631,60,6,35,966,0.5,0.001,4,13
0.631,60,6,35,858,0.5,0.003,4,13
0.631,60,6,35,690,0.5,0.006,4,13
0.631,60,6,35,465,0.5,0.011,4,13
0.631,60,6,35,87,0.5,0.045,4,13
0.777,16,24,35,1,0.5,0.18,4,13
0.771,17,24,35,444,0.8,0.0,4,13
0.771,17,24,35,369,0.8,0.001,4,13
0.771,17,24,35,332,0.8,0.003,4,13
0.771,17,24,35,301,0.8,0.006,4,13
0.771,17,24,35,207,0.8,0.011,4,13
0.765,12,30,35,23,0.8,0.045,4,13
0.615,0,69,35,0,0.8,0.18,4,13
0.771,10,31,35,341,0.85,0.0,4,13
0.777,9,31,35,266,0.85,0.001,4,13
0.782,8,31,35,229,0.85,0.003,4,13
0.782,8,31,35,198,0.85,0.006,4,13
0.782,8,31,35,152,0.85,0.011,4,13
0.782,3,36,35,17,0.85,0.045,4,13
0.615,0,69,35,0,0.85,0.18,4,13
0.76,8,35,35,271,0.9,0.0,4,13
0.765,7,35,35,196,0.9,0.001,4,13
0.771,6,35,35,159,0.9,0.003,4,13
0.782,4,35,35,128,0.9,0.006,4,13
0.782,3,36,35,102,0.9,0.011,4,13
0.777,3,37,35,14,0.9,0.045,4,13
0.615,0,69,35,0,0.9,0.18,4,13
0.709,6,46,35,213,0.95,0.0,4,13
0.715,5,46,35,138,0.95,0.001,4,13
0.721,4,46,35,101,0.95,0.003,4,13
0.732,2,46,35,70,0.95,0.006,4,13
0.715,1,50,35,44,0.95,0.011,4,13
0.687,1,55,35,8,0.95,0.045,4,13
0.615,0,69,35,0,0.95,0.18,4,13
0.631,60,6,27,875,0.5,0.0,5,4
0.631,60,6,27,835,0.5,0.001,5,4
0.631,60,6,27,773,0.5,0.003,5,4
0.631,60,6,27,662,0.5,0.006,5,4
0.631,60,6,27,471,0.5,0.011,5,4
0.631,60,6,27,102,0.5,0.045,5,4
0.777,16,24,27,1,0.5,0.18,5,4
0.771,17,24,27,361,0.8,0.0,5,4
0.771,17,24,27,321,0.8,0.001,5,4
0.771,17,24,27,298,0.8,0.003,5,4
0.771,17,24,27,282,0.8,0.006,5,4
0.771,17,24,27,196,0.8,0.011,5,4
0.765,12,30,27,22,0.8,0.045,5,4
0.615,0,69,27,0,0.8,0.18,5,4
0.788,9,29,27,265,0.85,0.0,5,4
0.788,9,29,27,225,0.85,0.001,5,4
0.793,8,29,27,202,0.85,0.003,5,4
0.793,8,29,27,186,0.85,0.006,5,4
0.782,8,31,27,147,0.85,0.011,5,4
0.782,3,36,27,17,0.85,0.045,5,4
0.615,0,69,27,0,0.85,0.18,5,4
0.777,7,33,27,204,0.9,0.0,5,4
0.777,7,33,27,164,0.9,0.001,5,4
0.782,6,33,27,141,0.9,0.003,5,4
0.793,4,33,27,125,0.9,0.006,5,4
0.782,3,36,27,109,0.9,0.011,5,4
0.777,3,37,27,14,0.9,0.045,5,4
0.615,0,69,27,0,0.9,0.18,5,4
0.726,5,44,27,147,0.95,0.0,5,4
0.726,5,44,27,107,0.95,0.001,5,4
0.732,4,44,27,84,0.95,0.003,5,4
0.743,2,44,27,68,0.95,0.006,5,4
0.715,1,50,27,52,0.95,0.011,5,4
0.687,1,55,27,9,0.95,0.045,5,4
0.615,0,69,27,0,0.95,0.18,5,4
0.631,60,6,28,965,0.5,0.0,5,5
0.631,60,6,28,923,0.5,0.001,5,5
0.631,60,6,28,867,0.5,0.003,5,5
0.631,60,6,28,736,0.5,0.006,5,5
0.631,60,6,28,530,0.5,0.011,5,5
0.631,60,6,28,111,0.5,0.045,5,5
0.777,16,24,28,1,0.5,0.18,5,5
0.771,17,24,28,406,0.8,0.0,5,5
0.771,17,24,28,364,0.8,0.001,5,5
0.771,17,24,28,345,0.8,0.003,5,5
0.771,17,24,28,318,0.8,0.006,5,5
0.771,17,24,28,225,0.8,0.011,5,5
0.765,12,30,28,19,0.8,0.045,5,5
0.615,0,69,28,0,0.8,0.18,5,5
0.782,10,29,28,321,0.85,0.0,5,5
0.788,9,29,28,279,0.85,0.001,5,5
0.793,8,29,28,260,0.85,0.003,5,5
0.793,8,29,28,233,0.85,0.006,5,5
0.782,8,31,28,179,0.85,0.011,5,5
0.782,3,36,28,14,0.85,0.045,5,5
0.615,0,69,28,0,0.85,0.18,5,5
0.771,8,33,28,242,0.9,0.0,5,5
0.777,7,33,28,200,0.9,0.001,5,5
0.782,6,33,28,181,0.9,0.003,5,5
0.793,4,33,28,154,0.9,0.006,5,5
0.782,3,36,28,134,0.9,0.011,5,5
0.777,3,37,28,12,0.9,0.045,5,5
0.615,0,69,28,0,0.9,0.18,5,5
0.721,6,44,28,168,0.95,0.0,5,5
0.726,5,44,28,126,0.95,0.001,5,5
0.732,4,44,28,107,0.95,0.003,5,5
0.743,2,44,28,80,0.95,0.006,5,5
0.715,1,50,28,60,0.95,0.011,5,5
0.687,1,55,28,8,0.95,0.045,5,5
0.615,0,69,28,0,0.95,0.18,5,5
0.631,60,6,29,980,0.5,0.0,5,6
0.631,60,6,29,932,0.5,0.001,5,6
0.631,60,6,29,860,0.5,0.003,5,6
0.631,60,6,29,713,0.5,0.006,5,6
0.631,60,6,29,496,0.5,0.011,5,6
0.631,60,6,29,97,0.5,0.045,5,6
0.777,16,24,29,1,0.5,0.18,5,6
0.771,17,24,29,414,0.8,0.0,5,6
0.771,17,24,29,366,0.8,0.001,5,6
0.771,17,24,29,345,0.8,0.003,5,6
0.771,17,24,29,318,0.8,0.006,5,6
0.771,17,24,29,211,0.8,0.011,5,6
0.765,12,30,29,20,0.8,0.045,5,6
0.615,0,69,29,0,0.8,0.18,5,6
0.788,9,29,29,304,0.85,0.0,5,6
0.788,9,29,29,256,0.85,0.001,5,6
0.793,8,29,29,235,0.85,0.003,5,6
0.793,8,29,29,208,0.85,0.006,5,6
0.782,8,31,29,148,0.85,0.011,5,6
0.782,3,36,29,14,0.85,0.045,5,6
0.615,0,69,29,0,0.85,0.18,5,6
0.777,7,33,29,228,0.9,0.0,5,6
0.777,7,33,29,180,0.9,0.001,5,6
0.782,6,33,29,159,0.9,0.003,5,6
0.793,4,33,29,132,0.9,0.006,5,6
0.782,3,36,29,107,0.9,0.011,5,6
0.777,3,37,29,13,0.9,0.045,5,6
0.615,0,69,29,0,0.9,0.18,5,6
0.726,5,44,29,175,0.95,0.0,5,6
0.726,5,44,29,127,0.95,0.001,5,6
0.732,4,44,29,106,0.95,0.003,5,6
0.743,2,44,29,79,0.95,0.006,5,6
0.715,1,50,29,54,0.95,0.011,5,6
0.687,1,55,29,9,0.95,0.045,5,6
0.615,0,69,29,0,0.95,0.18,5,6
0.631,60,6,30,959,0.5,0.0,5,7
0.631,60,6,30,906,0.5,0.001,5,7
0.631,60,6,30,834,0.5,0.003,5,7
0.631,60,6,30,703,0.5,0.006,5,7
0.631,60,6,30,478,0.5,0.011,5,7
0.631,60,6,30,91,0.5,0.045,5,7
0.777,16,24,30,1,0.5,0.18,5,7
0.771,17,24,30,411,0.8,0.0,5,7
0.771,17,24,30,358,0.8,0.001,5,7
0.771,17,24,30,333,0.8,0.003,5,7
0.771,17,24,30,308,0.8,0.006,5,7
0.771,17,24,30,199,0.8,0.011,5,7
0.765,12,30,30,20,0.8,0.045,5,7
0.615,0,69,30,0,0.8,0.18,5,7
0.788,9,29,30,311,0.85,0.0,5,7
0.788,9,29,30,258,0.85,0.001,5,7
0.793,8,29,30,233,0.85,0.003,5,7
0.793,8,29,30,208,0.85,0.006,5,7
0.782,8,31,30,143,0.85,0.011,5,7
0.782,3,36,30,15,0.85,0.045,5,7
0.615,0,69,30,0,0.85,0.18,5,7
0.788,5,33,30,229,0.9,0.0,5,7
0.788,5,33,30,176,0.9,0.001,5,7
0.793,4,33,30,151,0.9,0.003,5,7
0.793,4,33,30,126,0.9,0.006,5,7
0.782,3,36,30,102,0.9,0.011,5,7
0.777,3,37,30,14,0.9,0.045,5,7
0.615,0,69,30,0,0.9,0.18,5,7
0.721,3,47,30,176,0.95,0.0,5,7
0.721,3,47,30,123,0.95,0.001,5,7
0.726,2,47,30,98,0.95,0.003,5,7
0.726,2,47,30,73,0.95,0.006,5,7
0.715,1,50,30,49,0.95,0.011,5,7
0.687,1,55,30,8,0.95,0.045,5,7
0.615,0,69,30,0,0.95,0.18,5,7
0.631,60,6,31,988,0.5,0.0,5,8
0.631,60,6,31,931,0.5,0.001,5,8
0.631,60,6,31,846,0.5,0.003,5,8
0.631,60,6,31,688,0.5,0.006,5,8
0.631,60,6,31,461,0.5,0.011,5,8
0.631,60,6,31,83,0.5,0.045,5,8
0.777,16,24,31,1,0.5,0.18,5,8
0.771,17,24,31,420,0.8,0.0,5,8
0.771,17,24,31,363,0.8,0.001,5,8
0.771,17,24,31,338,0.8,0.003,5,8
0.771,17,24,31,310,0.8,0.006,5,8
0.771,17,24,31,193,0.8,0.011,5,8
0.765,12,30,31,18,0.8,0.045,5,8
0.615,0,69,31,0,0.8,0.18,5,8
0.788,9,29,31,296,0.85,0.0,5,8
0.788,9,29,31,239,0.85,0.001,5,8
0.793,8,29,31,214,0.85,0.003,5,8
0.793,8,29,31,186,0.85,0.006,5,8
0.782,8,31,31,129,0.85,0.011,5,8
0.782,3,36,31,13,0.85,0.045,5,8
0.615,0,69,31,0,0.85,0.18,5,8
0.777,7,33,31,231,0.9,0.0,5,8
0.777,7,33,31,174,0.9,0.001,5,8
0.782,6,33,31,149,0.9,0.003,5,8
0.793,4,33,31,121,0.9,0.006,5,8
0.782,3,36,31,95,0.9,0.011,5,8
0.777,3,37,31,11,0.9,0.045,5,8
0.615,0,69,31,0,0.9,0.18,5,8
0.726,5,44,31,181,0.95,0.0,5,8
0.726,5,44,31,124,0.95,0.001,5,8
0.732,4,44,31,99,0.95,0.003,5,8
0.743,2,44,31,71,0.95,0.006,5,8
0.715,1,50,31,45,0.95,0.011,5,8
0.687,1,55,31,7,0.95,0.045,5,8
0.615,0,69,31,0,0.95,0.18,5,8
0.631,60,6,32,1049,0.5,0.0,5,9
0.631,60,6,32,993,0.5,0.001,5,9
0.631,60,6,32,924,0.5,0.003,5,9
0.631,60,6,32,743,0.5,0.006,5,9
0.631,60,6,32,494,0.5,0.011,5,9
0.631,60,6,32,92,0.5,0.045,5,9
0.777,16,24,32,1,0.5,0.18,5,9
0.771,17,24,32,457,0.8,0.0,5,9
0.771,17,24,32,401,0.8,0.001,5,9
0.771,17,24,32,380,0.8,0.003,5,9
0.771,17,24,32,343,0.8,0.006,5,9
0.771,17,24,32,219,0.8,0.011,5,9
0.765,12,30,32,17,0.8,0.045,5,9
0.615,0,69,32,0,0.8,0.18,5,9
0.788,9,29,32,341,0.85,0.0,5,9
0.788,9,29,32,285,0.85,0.001,5,9
0.793,8,29,32,264,0.85,0.003,5,9
0.793,8,29,32,227,0.85,0.006,5,9
0.782,8,31,32,164,0.85,0.011,5,9
0.782,3,36,32,12,0.85,0.045,5,9
0.615,0,69,32,0,0.85,0.18,5,9
0.777,7,33,32,259,0.9,0.0,5,9
0.777,7,33,32,203,0.9,0.001,5,9
0.782,6,33,32,182,0.9,0.003,5,9
0.793,4,33,32,145,0.9,0.006,5,9
0.782,3,36,32,117,0.9,0.011,5,9
0.777,3,37,32,11,0.9,0.045,5,9
0.615,0,69,32,0,0.9,0.18,5,9
0.726,5,44,32,194,0.95,0.0,5,9
0.726,5,44,32,138,0.95,0.001,5,9
0.732,4,44,32,117,0.95,0.003,5,9
0.743,2,44,32,80,0.95,0.006,5,9
0.715,1,50,32,52,0.95,0.011,5,9
0.687,1,55,32,7,0.95,0.045,5,9
0.615,0,69,32,0,0.95,0.18,5,9
0.631,60,6,33,1017,0.5,0.0,5,10
0.631,60,6,33,953,0.5,0.001,5,10
0.631,60,6,33,882,0.5,0.003,5,10
0.631,60,6,33,714,0.5,0.006,5,10
0.631,60,6,33,486,0.5,0.011,5,10
0.631,60,6,33,95,0.5,0.045,5,10
0.777,16,24,33,1,0.5,0.18,5,10
0.771,17,24,33,430,0.8,0.0,5,10
0.771,17,24,33,366,0.8,0.001,5,10
0.771,17,24,33,342,0.8,0.003,5,10
0.771,17,24,33,304,0.8,0.006,5,10
0.771,17,24,33,198,0.8,0.011,5,10
0.765,12,30,33,17,0.8,0.045,5,10
0.615,0,69,33,0,0.8,0.18,5,10
0.782,10,29,33,333,0.85,0.0,5,10
0.788,9,29,33,269,0.85,0.001,5,10
0.793,8,29,33,245,0.85,0.003,5,10
0.793,8,29,33,207,0.85,0.006,5,10
0.782,8,31,33,148,0.85,0.011,5,10
0.782,3,36,33,13,0.85,0.045,5,10
0.615,0,69,33,0,0.85,0.18,5,10
