PassengerId,Survived,FareGroup_0-64,FareGroup_64-128,FareGroup_128-192,FareGroup_192-256,FareGroup_256-320,FareGroup_320-384,FareGroup_384-448,FareGroup_448-513,AgeGroup_0-20,AgeGroup_20-40,AgeGroup_40-60,AgeGroup_60-81,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,SibSpGroup_0-1,SibSpGroup_1-3,SibSpGroup_3-5,SibSpGroup_5-7,SibSpGroup_7+,ParchGroup_0-1,ParchGroup_1-3,ParchGroup_3-5,ParchGroup_5+,Male,Female,NotSurvived
279,,X,,,,,,,,X,,,,,X,,,,X,,,X,,,,X,,,X,,X
12,X,X,,,,,,,,,,X,,,,X,X,,,X,,,,,X,,,,,X,
6,,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,X,,X
318,,X,,,,,,,,,,X,,,,X,,X,,X,,,,,X,,,,X,,X
20,X,X,,,,,,,,,X,,,X,,,,,X,X,,,,,X,,,,,X,
438,X,X,,,,,,,,,X,,,,,X,,X,,,X,,,,,,X,,,X,
38,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
403,,X,,,,,,,,,X,,,,,X,,,X,,X,,,,X,,,,,X,X
382,X,X,,,,,,,,X,,,,X,,,,,X,X,,,,,,X,,,,X,
167,X,X,,,,,,,,,X,,,,,X,X,,,X,,,,,,X,,,,X,
197,,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,X,,X
605,X,X,,,,,,,,,X,,,X,,,X,,,X,,,,,X,,,,X,,
275,X,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,,X,
411,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
873,,X,,,,,,,,,X,,,,,X,X,,,X,,,,,X,,,,X,,X
630,,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,X,,X
433,X,X,,,,,,,,,,X,,,,X,,X,,,X,,,,X,,,,,X,
742,,,X,,,,,,,,X,,,,,X,X,,,,X,,,,X,,,,X,,X
669,,X,,,,,,,,,,X,,,,X,,,X,X,,,,,X,,,,X,,X
477,,X,,,,,,,,,X,,,,,X,,X,,,X,,,,X,,,,X,,X
566,,X,,,,,,,,,X,,,,,X,,,X,,X,,,,X,,,,X,,X
333,,,,X,,,,,,,X,,,,,X,X,,,X,,,,,,X,,,X,,X
726,,X,,,,,,,,X,,,,,,X,,,X,X,,,,,X,,,,X,,X
473,X,X,,,,,,,,,X,,,,,X,,X,,,X,,,,,X,,,,X,
534,X,X,,,,,,,,,X,,,X,,,,,X,X,,,,,,X,,,,X,
608,X,X,,,,,,,,,X,,,,,X,X,,,X,,,,,X,,,,X,,
562,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
841,,X,,,,,,,,X,,,,,,X,,,X,X,,,,,X,,,,X,,X
828,X,X,,,,,,,,X,,,,X,,,,X,,X,,,,,,X,,,X,,
448,X,X,,,,,,,,,X,,,,,X,X,,,X,,,,,X,,,,X,,
648,X,X,,,,,,,,,,X,,X,,,X,,,X,,,,,X,,,,X,,
319,X,,,X,,,,,,,X,,,,,X,X,,,X,,,,,,X,,,,X,
2,X,,X,,,,,,,,X,,,X,,,X,,,,X,,,,X,,,,,X,
120,,X,,,,,,,,X,,,,,,X,,,X,,,X,,,,X,,,,X,X
373,,X,,,,,,,,X,,,,,,X,,,X,X,,,,,X,,,,X,,X
706,,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,X,,X
808,,X,,,,,,,,X,,,,,,X,,,X,X,,,,,X,,,,,X,X
101,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,,X,X
744,,X,,,,,,,,,X,,,,,X,,,X,,X,,,,X,,,,X,,X
514,X,X,,,,,,,,,,X,,X,,,X,,,,X,,,,X,,,,,X,
774,,X,,,,,,,,,X,,,X,,,,,X,X,,,,,X,,,,X,,X
544,X,X,,,,,,,,,X,,,,,X,,X,,,X,,,,X,,,,X,,
574,X,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,,X,
277,,X,,,,,,,,,,X,,,,X,,,X,X,,,,,X,,,,,X,X
660,,,X,,,,,,,,,X,,X,,,X,,,X,,,,,,X,,,X,,X
375,,X,,,,,,,,X,,,,,,X,,,X,,,X,,,,X,,,,X,X
878,,X,,,,,,,,X,,,,,,X,,,X,X,,,,,X,,,,X,,X
705,,X,,,,,,,,,X,,,,,X,,,X,,X,,,,X,,,,X,,X
736,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
193,X,X,,,,,,,,X,,,,,,X,,,X,,X,,,,X,,,,,X,
282,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
